tweet,sentiment,followers,following,id,topic
I am worried about the future. #Uncertainty #Risk #Climate 786,fear,9,4770,1886,Climate
This is terrible service. #Fail #Angry #Samsung 32,angry,649,994,1887,Samsung
Best purchase ever. #Recommended #LoveIt #Tesla 800,happy,974,341,1888,Tesla
I am worried about the future. #Uncertainty #Risk #Tesla 647,fear,1701,299,1889,Tesla
I hate this bug! #Broken #FixIt #Apple 913,angry,40,1922,1890,Apple
This is terrible service. #Fail #Angry #Samsung 683,angry,853,1250,1891,Samsung
I am worried about the future. #Uncertainty #Risk #Climate 982,fear,916,453,1892,Climate
Interesting article. #Read #Info #Politics 669,neutral,657,1411,1893,Politics
I hate this bug! #Broken #FixIt #Tesla 237,angry,186,210,1894,Tesla
Best purchase ever. #Recommended #LoveIt #Samsung 232,angry,3,3097,1895,Samsung
Scary news coming out. #Fear #Alert #Apple 146,fear,42,4289,1896,Apple
Interesting article. #Read #Info #Climate 411,neutral,844,1198,1897,Climate
Finally some good news! #Winning #Happy #Politics 361,happy,165,1947,1898,Politics
Unacceptable behavior. #Boycott #Mad #Climate 804,angry,286,941,1899,Climate
Link in bio. #Link #Profile #Crypto 876,angry,6,3093,1900,Crypto
Best purchase ever. #Recommended #LoveIt #Climate 573,happy,1436,183,1901,Climate
Unacceptable behavior. #Boycott #Mad #Climate 262,angry,179,152,1902,Climate
Best purchase ever. #Recommended #LoveIt #Samsung 957,happy,1331,1575,1903,Samsung
This is terrible service. #Fail #Angry #Tesla 588,angry,164,234,1904,Tesla
I am worried about the future. #Uncertainty #Risk #Politics 564,fear,14,4345,1905,Politics
What do you think? #Question #Poll #Apple 759,neutral,1735,1187,1906,Apple
Interesting article. #Read #Info #Crypto 768,neutral,2,3293,1907,Crypto
Just checking in. #Update #News #Samsung 693,neutral,452,578,1908,Samsung
Unacceptable behavior. #Boycott #Mad #Politics 460,angry,1381,1346,1909,Politics
Finally some good news! #Winning #Happy #Apple 844,happy,1864,1402,1910,Apple
This is terrible service. #Fail #Angry #Samsung 532,angry,44,4697,1911,Samsung
Scary news coming out. #Fear #Alert #Apple 694,fear,529,825,1912,Apple
Just checking in. #Update #News #Crypto 403,neutral,840,438,1913,Crypto
Link in bio. #Link #Profile #Apple 821,neutral,334,1701,1914,Apple
Best purchase ever. #Recommended #LoveIt #Apple 183,happy,1847,1243,1915,Apple
I hate this bug! #Broken #FixIt #Crypto 285,angry,1973,1104,1916,Crypto
Worst experience ever. #Scam #Refund #Politics 578,angry,1602,964,1917,Politics
This is terrible service. #Fail #Angry #Tesla 751,angry,1291,1666,1918,Tesla
What do you think? #Question #Poll #Politics 844,neutral,991,1999,1919,Politics
Scary news coming out. #Fear #Alert #Crypto 661,fear,1754,1085,1920,Crypto
Just checking in. #Update #News #Climate 158,neutral,516,1429,1921,Climate
Is my data safe? #Privacy #Hack #Climate 400,fear,1147,1489,1922,Climate
Best purchase ever. #Recommended #LoveIt #Climate 87,happy,1862,628,1923,Climate
Interesting article. #Read #Info #Tesla 917,neutral,1101,608,1924,Tesla
Link in bio. #Link #Profile #Politics 323,neutral,47,4878,1925,Politics
Scary news coming out. #Fear #Alert #Climate 183,fear,32,3229,1926,Climate
What do you think? #Question #Poll #Crypto 572,angry,31,1843,1927,Crypto
Scary news coming out. #Fear #Alert #Climate 93,fear,1768,989,1928,Climate
Interesting article. #Read #Info #Climate 172,neutral,2,4211,1929,Climate
This feature is a game changer. #Innovation #Future #Samsung 797,happy,1199,1381,1930,Samsung
I hate this bug! #Broken #FixIt #Politics 217,angry,974,1096,1931,Politics
I hate this bug! #Broken #FixIt #Apple 807,angry,1922,439,1932,Apple
Unacceptable behavior. #Boycott #Mad #Tesla 697,angry,1643,349,1933,Tesla
Unacceptable behavior. #Boycott #Mad #Politics 648,angry,1785,1692,1934,Politics
Link in bio. #Link #Profile #Climate 210,neutral,1209,652,1935,Climate
Unacceptable behavior. #Boycott #Mad #Politics 32,angry,14,4843,1936,Politics
I am worried about the future. #Uncertainty #Risk #Politics 278,fear,573,626,1937,Politics
Interesting article. #Read #Info #Samsung 211,neutral,1622,464,1938,Samsung
This feature is a game changer. #Innovation #Future #Politics 806,happy,145,1837,1939,Politics
Link in bio. #Link #Profile #Samsung 222,neutral,740,274,1940,Samsung
Best purchase ever. #Recommended #LoveIt #Crypto 24,happy,1498,1271,1941,Crypto
Worst experience ever. #Scam #Refund #Tesla 890,angry,177,592,1942,Tesla
This is terrible service. #Fail #Angry #Crypto 817,angry,256,1577,1943,Crypto
Finally some good news! #Winning #Happy #Samsung 105,happy,18,2631,1944,Samsung
Worst experience ever. #Scam #Refund #Samsung 957,angry,779,1873,1945,Samsung
What do you think? #Question #Poll #Climate 691,neutral,1947,1660,1946,Climate
I love this update! #Amazing #Tech #Tesla 563,happy,768,1234,1947,Tesla
Scary news coming out. #Fear #Alert #Climate 402,fear,912,1142,1948,Climate
Just checking in. #Update #News #Climate 831,angry,47,3873,1949,Climate
Worst experience ever. #Scam #Refund #Samsung 889,angry,1084,1784,1950,Samsung
I love this update! #Amazing #Tech #Climate 147,happy,38,4686,1951,Climate
Link in bio. #Link #Profile #Politics 378,neutral,341,113,1952,Politics
What do you think? #Question #Poll #Tesla 355,neutral,1191,977,1953,Tesla
This is terrible service. #Fail #Angry #Crypto 771,angry,1285,416,1954,Crypto
Link in bio. #Link #Profile #Apple 574,neutral,982,495,1955,Apple
I am worried about the future. #Uncertainty #Risk #Climate 231,fear,499,1831,1956,Climate
Unacceptable behavior. #Boycott #Mad #Tesla 11,angry,1611,1252,1957,Tesla
Link in bio. #Link #Profile #Climate 144,neutral,987,471,1958,Climate
Scary news coming out. #Fear #Alert #Tesla 892,fear,1102,972,1959,Tesla
Market is crashing! #Panic #Crash #Samsung 200,fear,794,1259,1960,Samsung
Scary news coming out. #Fear #Alert #Tesla 431,fear,1133,1881,1961,Tesla
Is my data safe? #Privacy #Hack #Samsung 323,fear,1980,877,1962,Samsung
I love this update! #Amazing #Tech #Climate 204,happy,1,2124,1963,Climate
Is my data safe? #Privacy #Hack #Crypto 225,fear,1285,656,1964,Crypto
What do you think? #Question #Poll #Tesla 820,angry,15,4462,1965,Tesla
What do you think? #Question #Poll #Climate 41,neutral,1721,854,1966,Climate
This feature is a game changer. #Innovation #Future #Tesla 268,happy,543,1903,1967,Tesla
This feature is a game changer. #Innovation #Future #Samsung 949,happy,1293,1149,1968,Samsung
I am worried about the future. #Uncertainty #Risk #Tesla 421,fear,9,3577,1969,Tesla
Market is crashing! #Panic #Crash #Crypto 522,fear,1596,1616,1970,Crypto
Market is crashing! #Panic #Crash #Crypto 369,angry,49,3180,1971,Crypto
Market is crashing! #Panic #Crash #Crypto 387,fear,1251,237,1972,Crypto
I love this update! #Amazing #Tech #Politics 700,happy,1218,1274,1973,Politics
I am worried about the future. #Uncertainty #Risk #Climate 229,fear,526,1938,1974,Climate
I love this update! #Amazing #Tech #Samsung 224,happy,1621,1436,1975,Samsung
Just checking in. #Update #News #Apple 853,neutral,49,1745,1976,Apple
Is my data safe? #Privacy #Hack #Politics 118,fear,924,1250,1977,Politics
Unacceptable behavior. #Boycott #Mad #Apple 43,angry,225,912,1978,Apple
Scary news coming out. #Fear #Alert #Samsung 85,fear,1400,949,1979,Samsung
Finally some good news! #Winning #Happy #Politics 769,happy,32,1021,1980,Politics
Interesting article. #Read #Info #Politics 514,neutral,905,1069,1981,Politics
What do you think? #Question #Poll #Tesla 154,neutral,677,402,1982,Tesla
Unacceptable behavior. #Boycott #Mad #Apple 106,angry,295,328,1983,Apple
Finally some good news! #Winning #Happy #Politics 86,angry,5,2916,1984,Politics
This feature is a game changer. #Innovation #Future #Climate 900,happy,0,3749,1985,Climate
Market is crashing! #Panic #Crash #Apple 421,fear,1291,1366,1986,Apple
Just checking in. #Update #News #Climate 778,angry,38,1935,1987,Climate
Just checking in. #Update #News #Politics 969,neutral,1427,902,1988,Politics
Scary news coming out. #Fear #Alert #Apple 880,fear,1057,502,1989,Apple
This is terrible service. #Fail #Angry #Climate 763,angry,45,3616,1990,Climate
Link in bio. #Link #Profile #Climate 450,angry,9,3668,1991,Climate
Finally some good news! #Winning #Happy #Apple 663,happy,1755,919,1992,Apple
Best purchase ever. #Recommended #LoveIt #Tesla 271,happy,565,1696,1993,Tesla
Worst experience ever. #Scam #Refund #Politics 359,angry,389,117,1994,Politics
I am worried about the future. #Uncertainty #Risk #Apple 680,fear,1197,1038,1995,Apple
I hate this bug! #Broken #FixIt #Crypto 223,angry,1,2693,1996,Crypto
Scary news coming out. #Fear #Alert #Climate 314,fear,1464,1790,1997,Climate
I love this update! #Amazing #Tech #Crypto 846,angry,11,1379,1998,Crypto
Just checking in. #Update #News #Samsung 983,neutral,25,3939,1999,Samsung
Finally some good news! #Winning #Happy #Crypto 929,happy,1829,1759,2000,Crypto
Best purchase ever. #Recommended #LoveIt #Climate 581,angry,14,2167,2001,Climate
This is terrible service. #Fail #Angry #Apple 807,angry,1995,785,2002,Apple
Link in bio. #Link #Profile #Samsung 184,neutral,927,901,2003,Samsung
This feature is a game changer. #Innovation #Future #Politics 898,happy,1585,694,2004,Politics
Finally some good news! #Winning #Happy #Crypto 639,happy,1,3416,2005,Crypto
I am worried about the future. #Uncertainty #Risk #Climate 599,fear,50,1306,2006,Climate
Link in bio. #Link #Profile #Samsung 722,angry,8,2994,2007,Samsung
Worst experience ever. #Scam #Refund #Crypto 112,angry,542,1717,2008,Crypto
Just checking in. #Update #News #Samsung 755,neutral,1183,1176,2009,Samsung
Unacceptable behavior. #Boycott #Mad #Climate 781,angry,21,4282,2010,Climate
Best purchase ever. #Recommended #LoveIt #Crypto 376,happy,651,396,2011,Crypto
I am worried about the future. #Uncertainty #Risk #Politics 912,angry,41,1847,2012,Politics
Just checking in. #Update #News #Crypto 979,neutral,500,1640,2013,Crypto
Finally some good news! #Winning #Happy #Samsung 894,angry,11,1061,2014,Samsung
This feature is a game changer. #Innovation #Future #Tesla 433,happy,775,369,2015,Tesla
Is my data safe? #Privacy #Hack #Crypto 307,angry,12,1829,2016,Crypto
This is terrible service. #Fail #Angry #Crypto 419,angry,507,1811,2017,Crypto
Best purchase ever. #Recommended #LoveIt #Samsung 209,happy,50,1767,2018,Samsung
Market is crashing! #Panic #Crash #Climate 923,fear,1443,1977,2019,Climate
Scary news coming out. #Fear #Alert #Climate 972,fear,1936,1582,2020,Climate
Unacceptable behavior. #Boycott #Mad #Climate 288,angry,1660,945,2021,Climate
Worst experience ever. #Scam #Refund #Apple 365,angry,31,4917,2022,Apple
Interesting article. #Read #Info #Climate 88,neutral,184,1515,2023,Climate
Worst experience ever. #Scam #Refund #Crypto 866,angry,25,4590,2024,Crypto
I hate this bug! #Broken #FixIt #Apple 118,angry,142,176,2025,Apple
Scary news coming out. #Fear #Alert #Samsung 730,fear,319,109,2026,Samsung
Just checking in. #Update #News #Crypto 28,neutral,14,2877,2027,Crypto
I am worried about the future. #Uncertainty #Risk #Crypto 175,fear,452,1329,2028,Crypto
Just checking in. #Update #News #Tesla 621,neutral,700,311,2029,Tesla
Best purchase ever. #Recommended #LoveIt #Apple 836,happy,385,1694,2030,Apple
Best purchase ever. #Recommended #LoveIt #Politics 358,happy,40,4254,2031,Politics
I hate this bug! #Broken #FixIt #Politics 846,angry,1872,1955,2032,Politics
Is my data safe? #Privacy #Hack #Tesla 861,angry,2,4759,2033,Tesla
I love this update! #Amazing #Tech #Politics 245,happy,35,1613,2034,Politics
This feature is a game changer. #Innovation #Future #Crypto 154,angry,23,4067,2035,Crypto
I hate this bug! #Broken #FixIt #Politics 864,angry,1126,1827,2036,Politics
Scary news coming out. #Fear #Alert #Samsung 423,fear,1078,474,2037,Samsung
Is my data safe? #Privacy #Hack #Politics 19,angry,40,4169,2038,Politics
Interesting article. #Read #Info #Climate 748,neutral,1322,1641,2039,Climate
Worst experience ever. #Scam #Refund #Tesla 514,angry,472,1117,2040,Tesla
Best purchase ever. #Recommended #LoveIt #Samsung 227,happy,1338,770,2041,Samsung
Just checking in. #Update #News #Tesla 321,angry,35,3342,2042,Tesla
This feature is a game changer. #Innovation #Future #Samsung 17,happy,1658,217,2043,Samsung
Scary news coming out. #Fear #Alert #Politics 191,angry,15,4293,2044,Politics
I hate this bug! #Broken #FixIt #Politics 393,angry,721,1461,2045,Politics
Is my data safe? #Privacy #Hack #Crypto 32,fear,1099,1392,2046,Crypto
Scary news coming out. #Fear #Alert #Crypto 2,fear,1472,554,2047,Crypto
Is my data safe? #Privacy #Hack #Politics 877,fear,204,1374,2048,Politics
Is my data safe? #Privacy #Hack #Samsung 557,fear,549,1188,2049,Samsung
Market is crashing! #Panic #Crash #Apple 756,angry,2,2630,2050,Apple
Market is crashing! #Panic #Crash #Samsung 996,fear,721,956,2051,Samsung
Worst experience ever. #Scam #Refund #Climate 174,angry,1052,931,2052,Climate
I hate this bug! #Broken #FixIt #Apple 829,angry,184,1048,2053,Apple
I am worried about the future. #Uncertainty #Risk #Politics 883,fear,36,1694,2054,Politics
This is terrible service. #Fail #Angry #Tesla 99,angry,0,4287,2055,Tesla
Scary news coming out. #Fear #Alert #Politics 839,fear,1631,1465,2056,Politics
Finally some good news! #Winning #Happy #Climate 860,happy,762,748,2057,Climate
Worst experience ever. #Scam #Refund #Apple 478,angry,1169,1786,2058,Apple
This is terrible service. #Fail #Angry #Crypto 418,angry,25,4561,2059,Crypto
Scary news coming out. #Fear #Alert #Apple 676,fear,427,1240,2060,Apple
Finally some good news! #Winning #Happy #Samsung 601,happy,148,706,2061,Samsung
Finally some good news! #Winning #Happy #Apple 542,angry,22,4389,2062,Apple
Unacceptable behavior. #Boycott #Mad #Crypto 190,angry,1960,1330,2063,Crypto
Unacceptable behavior. #Boycott #Mad #Crypto 180,angry,599,1335,2064,Crypto
I am worried about the future. #Uncertainty #Risk #Tesla 515,fear,237,1546,2065,Tesla
Link in bio. #Link #Profile #Crypto 752,neutral,713,181,2066,Crypto
I love this update! #Amazing #Tech #Tesla 257,happy,1435,1329,2067,Tesla
Finally some good news! #Winning #Happy #Tesla 639,angry,38,4291,2068,Tesla
Unacceptable behavior. #Boycott #Mad #Crypto 568,angry,1795,172,2069,Crypto
Unacceptable behavior. #Boycott #Mad #Samsung 755,angry,2,3924,2070,Samsung
Just checking in. #Update #News #Politics 575,neutral,1339,1798,2071,Politics
Finally some good news! #Winning #Happy #Samsung 942,happy,907,526,2072,Samsung
What do you think? #Question #Poll #Samsung 154,angry,30,1646,2073,Samsung
Link in bio. #Link #Profile #Tesla 890,neutral,979,1555,2074,Tesla
Market is crashing! #Panic #Crash #Tesla 721,fear,388,1029,2075,Tesla
Worst experience ever. #Scam #Refund #Crypto 522,angry,1317,1621,2076,Crypto
Worst experience ever. #Scam #Refund #Samsung 463,angry,1014,1766,2077,Samsung
Unacceptable behavior. #Boycott #Mad #Politics 83,angry,121,1028,2078,Politics
Interesting article. #Read #Info #Politics 799,neutral,487,956,2079,Politics
I hate this bug! #Broken #FixIt #Apple 71,angry,278,774,2080,Apple
Link in bio. #Link #Profile #Politics 142,neutral,26,2263,2081,Politics
This is terrible service. #Fail #Angry #Tesla 23,angry,1871,1769,2082,Tesla
Unacceptable behavior. #Boycott #Mad #Tesla 865,angry,6,2551,2083,Tesla
Interesting article. #Read #Info #Climate 52,neutral,798,1448,2084,Climate
Scary news coming out. #Fear #Alert #Climate 526,fear,1599,1601,2085,Climate
Finally some good news! #Winning #Happy #Apple 528,happy,1901,1404,2086,Apple
Is my data safe? #Privacy #Hack #Politics 26,fear,233,1490,2087,Politics
Just checking in. #Update #News #Crypto 280,angry,43,1223,2088,Crypto
Interesting article. #Read #Info #Climate 418,neutral,948,1975,2089,Climate
Is my data safe? #Privacy #Hack #Climate 672,fear,781,854,2090,Climate
Finally some good news! #Winning #Happy #Samsung 410,happy,25,3161,2091,Samsung
This is terrible service. #Fail #Angry #Samsung 817,angry,161,1132,2092,Samsung
Interesting article. #Read #Info #Tesla 59,neutral,1004,1397,2093,Tesla
What do you think? #Question #Poll #Climate 755,neutral,1376,1621,2094,Climate
Unacceptable behavior. #Boycott #Mad #Climate 214,angry,1036,189,2095,Climate
I hate this bug! #Broken #FixIt #Politics 671,angry,1501,342,2096,Politics
Interesting article. #Read #Info #Politics 814,neutral,1882,181,2097,Politics
Unacceptable behavior. #Boycott #Mad #Apple 661,angry,50,3066,2098,Apple
What do you think? #Question #Poll #Tesla 723,neutral,1193,525,2099,Tesla
This feature is a game changer. #Innovation #Future #Crypto 734,happy,300,705,2100,Crypto
Interesting article. #Read #Info #Apple 407,neutral,1249,1250,2101,Apple
What do you think? #Question #Poll #Climate 738,neutral,27,4296,2102,Climate
Just checking in. #Update #News #Apple 666,neutral,1880,756,2103,Apple
Unacceptable behavior. #Boycott #Mad #Climate 64,angry,1419,615,2104,Climate
This feature is a game changer. #Innovation #Future #Samsung 812,happy,1552,622,2105,Samsung
This is terrible service. #Fail #Angry #Apple 609,angry,1656,997,2106,Apple
I hate this bug! #Broken #FixIt #Apple 650,angry,1633,280,2107,Apple
I hate this bug! #Broken #FixIt #Crypto 709,angry,1148,1334,2108,Crypto
I love this update! #Amazing #Tech #Tesla 818,happy,228,570,2109,Tesla
I am worried about the future. #Uncertainty #Risk #Tesla 584,fear,23,3824,2110,Tesla
This feature is a game changer. #Innovation #Future #Climate 890,happy,8,2608,2111,Climate
This feature is a game changer. #Innovation #Future #Climate 629,happy,136,457,2112,Climate
Unacceptable behavior. #Boycott #Mad #Apple 137,angry,1589,862,2113,Apple
What do you think? #Question #Poll #Politics 43,neutral,1473,217,2114,Politics
Finally some good news! #Winning #Happy #Climate 45,angry,48,2188,2115,Climate
I hate this bug! #Broken #FixIt #Samsung 808,angry,38,3181,2116,Samsung
This feature is a game changer. #Innovation #Future #Crypto 136,happy,40,1142,2117,Crypto
I am worried about the future. #Uncertainty #Risk #Politics 70,fear,227,214,2118,Politics
Is my data safe? #Privacy #Hack #Climate 825,fear,24,3813,2119,Climate
Just checking in. #Update #News #Samsung 596,angry,44,1504,2120,Samsung
Unacceptable behavior. #Boycott #Mad #Climate 943,angry,22,1359,2121,Climate
Link in bio. #Link #Profile #Samsung 470,angry,21,2417,2122,Samsung
I hate this bug! #Broken #FixIt #Samsung 34,angry,1683,223,2123,Samsung
This feature is a game changer. #Innovation #Future #Climate 94,happy,1076,1283,2124,Climate
I hate this bug! #Broken #FixIt #Apple 846,angry,1060,896,2125,Apple
Market is crashing! #Panic #Crash #Climate 694,fear,1808,738,2126,Climate
Link in bio. #Link #Profile #Tesla 169,neutral,529,1464,2127,Tesla
Market is crashing! #Panic #Crash #Samsung 914,angry,48,1163,2128,Samsung
This is terrible service. #Fail #Angry #Crypto 723,angry,282,821,2129,Crypto
This feature is a game changer. #Innovation #Future #Tesla 329,happy,1340,149,2130,Tesla
This feature is a game changer. #Innovation #Future #Politics 67,happy,45,2981,2131,Politics
Market is crashing! #Panic #Crash #Climate 64,fear,1387,534,2132,Climate
Market is crashing! #Panic #Crash #Tesla 891,fear,555,964,2133,Tesla
Market is crashing! #Panic #Crash #Climate 128,fear,1828,861,2134,Climate
Finally some good news! #Winning #Happy #Samsung 197,happy,1440,229,2135,Samsung
This is terrible service. #Fail #Angry #Politics 314,angry,31,3727,2136,Politics
What do you think? #Question #Poll #Politics 863,neutral,612,271,2137,Politics
This is terrible service. #Fail #Angry #Apple 954,angry,1892,979,2138,Apple
Worst experience ever. #Scam #Refund #Climate 509,angry,1874,139,2139,Climate
Scary news coming out. #Fear #Alert #Samsung 884,fear,3,1432,2140,Samsung
Worst experience ever. #Scam #Refund #Samsung 309,angry,1334,1630,2141,Samsung
This is terrible service. #Fail #Angry #Samsung 18,angry,10,4429,2142,Samsung
This is terrible service. #Fail #Angry #Politics 879,angry,36,2241,2143,Politics
This is terrible service. #Fail #Angry #Politics 313,angry,1475,612,2144,Politics
Best purchase ever. #Recommended #LoveIt #Crypto 639,happy,143,1791,2145,Crypto
I am worried about the future. #Uncertainty #Risk #Climate 263,fear,1076,1724,2146,Climate
Just checking in. #Update #News #Crypto 63,angry,30,4866,2147,Crypto
Scary news coming out. #Fear #Alert #Climate 792,fear,838,1640,2148,Climate
Is my data safe? #Privacy #Hack #Politics 635,fear,49,1536,2149,Politics
Interesting article. #Read #Info #Crypto 50,neutral,778,264,2150,Crypto
I hate this bug! #Broken #FixIt #Samsung 884,angry,1612,1505,2151,Samsung
Just checking in. #Update #News #Apple 101,neutral,1221,162,2152,Apple
Interesting article. #Read #Info #Tesla 319,neutral,27,1981,2153,Tesla
What do you think? #Question #Poll #Crypto 898,neutral,790,724,2154,Crypto
This is terrible service. #Fail #Angry #Tesla 848,angry,49,4783,2155,Tesla
This is terrible service. #Fail #Angry #Apple 193,angry,137,111,2156,Apple
Link in bio. #Link #Profile #Apple 20,neutral,1203,525,2157,Apple
I am worried about the future. #Uncertainty #Risk #Samsung 932,angry,44,2873,2158,Samsung
This is terrible service. #Fail #Angry #Apple 416,angry,22,3814,2159,Apple
Link in bio. #Link #Profile #Apple 423,neutral,1774,807,2160,Apple
Just checking in. #Update #News #Crypto 966,neutral,481,1577,2161,Crypto
Finally some good news! #Winning #Happy #Climate 524,happy,515,1162,2162,Climate
What do you think? #Question #Poll #Politics 625,neutral,145,245,2163,Politics
Worst experience ever. #Scam #Refund #Apple 950,angry,45,4453,2164,Apple
Just checking in. #Update #News #Apple 990,neutral,1503,1647,2165,Apple
I hate this bug! #Broken #FixIt #Samsung 346,angry,1810,1262,2166,Samsung
Best purchase ever. #Recommended #LoveIt #Climate 744,happy,993,344,2167,Climate
Worst experience ever. #Scam #Refund #Crypto 632,angry,696,1843,2168,Crypto
Scary news coming out. #Fear #Alert #Apple 209,fear,1449,1384,2169,Apple
Unacceptable behavior. #Boycott #Mad #Tesla 427,angry,1616,521,2170,Tesla
Unacceptable behavior. #Boycott #Mad #Crypto 229,angry,1090,1356,2171,Crypto
Just checking in. #Update #News #Climate 211,neutral,635,469,2172,Climate
Is my data safe? #Privacy #Hack #Climate 974,angry,5,2092,2173,Climate
Just checking in. #Update #News #Politics 99,neutral,1677,1954,2174,Politics
I love this update! #Amazing #Tech #Politics 995,happy,896,1765,2175,Politics
Unacceptable behavior. #Boycott #Mad #Apple 393,angry,815,113,2176,Apple
I am worried about the future. #Uncertainty #Risk #Apple 638,fear,1533,1685,2177,Apple
Link in bio. #Link #Profile #Climate 636,neutral,1684,691,2178,Climate
I hate this bug! #Broken #FixIt #Apple 140,angry,29,4887,2179,Apple
This feature is a game changer. #Innovation #Future #Crypto 728,happy,1678,1347,2180,Crypto
This feature is a game changer. #Innovation #Future #Tesla 866,angry,4,4989,2181,Tesla
Finally some good news! #Winning #Happy #Tesla 698,angry,14,1386,2182,Tesla
This feature is a game changer. #Innovation #Future #Samsung 371,happy,134,402,2183,Samsung
I hate this bug! #Broken #FixIt #Samsung 532,angry,250,1177,2184,Samsung
Link in bio. #Link #Profile #Crypto 234,neutral,1119,274,2185,Crypto
Best purchase ever. #Recommended #LoveIt #Samsung 28,happy,230,1266,2186,Samsung
Market is crashing! #Panic #Crash #Politics 56,fear,860,1316,2187,Politics
Interesting article. #Read #Info #Crypto 567,neutral,334,381,2188,Crypto
Interesting article. #Read #Info #Apple 788,neutral,1922,389,2189,Apple
Is my data safe? #Privacy #Hack #Samsung 889,angry,20,2122,2190,Samsung
I love this update! #Amazing #Tech #Crypto 440,happy,1804,1163,2191,Crypto
Finally some good news! #Winning #Happy #Crypto 758,happy,381,1996,2192,Crypto
This is terrible service. #Fail #Angry #Apple 949,angry,275,1928,2193,Apple
Link in bio. #Link #Profile #Samsung 36,neutral,1922,1835,2194,Samsung
This is terrible service. #Fail #Angry #Politics 879,angry,21,3273,2195,Politics
Best purchase ever. #Recommended #LoveIt #Tesla 530,happy,852,1296,2196,Tesla
I am worried about the future. #Uncertainty #Risk #Apple 741,fear,0,1456,2197,Apple
Worst experience ever. #Scam #Refund #Climate 917,angry,0,2408,2198,Climate
Best purchase ever. #Recommended #LoveIt #Tesla 368,angry,3,2243,2199,Tesla
Interesting article. #Read #Info #Tesla 306,neutral,394,848,2200,Tesla
I am worried about the future. #Uncertainty #Risk #Samsung 752,fear,1910,555,2201,Samsung
What do you think? #Question #Poll #Crypto 988,neutral,1395,306,2202,Crypto
This is terrible service. #Fail #Angry #Apple 632,angry,30,1331,2203,Apple
Just checking in. #Update #News #Apple 506,neutral,1946,1864,2204,Apple
Worst experience ever. #Scam #Refund #Tesla 592,angry,43,2216,2205,Tesla
This is terrible service. #Fail #Angry #Politics 757,angry,25,1542,2206,Politics
I hate this bug! #Broken #FixIt #Samsung 20,angry,1945,759,2207,Samsung
This feature is a game changer. #Innovation #Future #Crypto 133,angry,44,1298,2208,Crypto
Worst experience ever. #Scam #Refund #Climate 229,angry,1898,679,2209,Climate
I am worried about the future. #Uncertainty #Risk #Climate 793,fear,1250,1274,2210,Climate
Is my data safe? #Privacy #Hack #Climate 771,fear,663,1555,2211,Climate
Scary news coming out. #Fear #Alert #Samsung 308,fear,1644,606,2212,Samsung
This feature is a game changer. #Innovation #Future #Samsung 510,happy,1559,1294,2213,Samsung
Is my data safe? #Privacy #Hack #Climate 762,fear,1049,156,2214,Climate
I hate this bug! #Broken #FixIt #Tesla 200,angry,1286,783,2215,Tesla
Best purchase ever. #Recommended #LoveIt #Crypto 581,happy,1253,165,2216,Crypto
Best purchase ever. #Recommended #LoveIt #Climate 449,angry,48,4608,2217,Climate
Market is crashing! #Panic #Crash #Climate 601,fear,1673,1794,2218,Climate
Market is crashing! #Panic #Crash #Apple 672,fear,572,1529,2219,Apple
This is terrible service. #Fail #Angry #Tesla 629,angry,124,1294,2220,Tesla
Just checking in. #Update #News #Crypto 868,angry,21,1388,2221,Crypto
Is my data safe? #Privacy #Hack #Climate 72,angry,28,4576,2222,Climate
Link in bio. #Link #Profile #Samsung 53,neutral,1678,1454,2223,Samsung
This is terrible service. #Fail #Angry #Crypto 76,angry,1911,1199,2224,Crypto
I love this update! #Amazing #Tech #Tesla 198,happy,1297,614,2225,Tesla
Just checking in. #Update #News #Apple 43,neutral,558,1807,2226,Apple
I am worried about the future. #Uncertainty #Risk #Samsung 270,fear,1836,428,2227,Samsung
I am worried about the future. #Uncertainty #Risk #Apple 890,fear,868,471,2228,Apple
Just checking in. #Update #News #Climate 598,neutral,1380,513,2229,Climate
I am worried about the future. #Uncertainty #Risk #Tesla 242,fear,1691,1508,2230,Tesla
Interesting article. #Read #Info #Climate 358,neutral,12,1224,2231,Climate
Interesting article. #Read #Info #Tesla 625,neutral,635,1100,2232,Tesla
Interesting article. #Read #Info #Tesla 186,neutral,420,1672,2233,Tesla
I am worried about the future. #Uncertainty #Risk #Tesla 463,fear,719,1661,2234,Tesla
I love this update! #Amazing #Tech #Samsung 986,angry,28,1054,2235,Samsung
I hate this bug! #Broken #FixIt #Climate 379,angry,806,1424,2236,Climate
Interesting article. #Read #Info #Tesla 962,neutral,24,3851,2237,Tesla
What do you think? #Question #Poll #Tesla 488,neutral,44,1486,2238,Tesla
Best purchase ever. #Recommended #LoveIt #Tesla 448,happy,785,337,2239,Tesla
I hate this bug! #Broken #FixIt #Apple 772,angry,21,4782,2240,Apple
I am worried about the future. #Uncertainty #Risk #Samsung 228,fear,15,4090,2241,Samsung
Is my data safe? #Privacy #Hack #Tesla 209,angry,11,1160,2242,Tesla
Unacceptable behavior. #Boycott #Mad #Politics 974,angry,1601,297,2243,Politics
Worst experience ever. #Scam #Refund #Politics 733,angry,25,3605,2244,Politics
Scary news coming out. #Fear #Alert #Samsung 63,fear,1689,278,2245,Samsung
Just checking in. #Update #News #Climate 979,neutral,1346,522,2246,Climate
What do you think? #Question #Poll #Crypto 247,neutral,1460,1604,2247,Crypto
